finish_time,draw,horse_rating,declared_weight,horse_age,actual_weight,win_odds,distance,race_class
83.92,7,60,1020.0,3,133,9.7,1400,5
83.56,12,60,980.0,3,133,16.0,1400,5
83.4,8,60,1082.0,3,132,3.5,1400,5
83.62,13,60,1118.0,3,127,39.0,1400,5
83.24,14,60,972.0,3,131,50.0,1400,5
82.83,5,60,1114.0,3,127,7.0,1400,5
84.15,11,60,978.0,3,123,99.0,1400,5
82.64,2,60,1170.0,3,128,12.0,1400,5
84.2,6,60,1126.0,3,123,38.0,1400,5
92.2,9,60,1072.0,3,125,39.0,1400,5
82.77,3,60,1135.0,3,123,8.6,1400,5
82.98,10,60,1018.0,3,123,23.0,1400,5
83.94,1,60,1089.0,3,120,5.4,1400,5
83.08,4,60,1027.0,3,113,11.0,1400,5
71.98,9,60,1078.0,3,128,14.0,1200,5
71.47,8,60,1257.0,3,132,28.0,1200,5
70.98,5,60,1037.0,3,130,7.0,1200,5
70.72,11,60,1168.0,3,126,12.0,1200,5
70.39,10,60,1148.0,3,125,2.3,1200,5
71.77,2,60,1057.0,3,121,28.0,1200,5
73.89,13,60,1064.0,3,122,13.0,1200,5
70.8,7,60,1132.0,3,117,43.0,1200,5
71.41,12,60,1081.0,3,121,14.0,1200,5
70.76,1,60,1059.0,3,121,10.0,1200,5
72.54,14,60,1106.0,3,118,50.0,1200,5
70.87,3,60,1095.0,3,103,21.0,1200,5
70.56,6,60,1060.0,3,113,13.0,1200,5
70.81,4,60,1110.0,3,108,47.0,1200,5
83.69,2,60,1115.0,3,133,9.2,1400,4
84.3,10,60,1091.0,3,126,99.0,1400,4
84.45,14,60,1000.0,3,128,81.0,1400,4
83.98,6,60,1106.0,3,127,3.5,1400,4
84.03,8,60,1031.0,3,126,4.4,1400,4
84.25,3,60,1068.0,3,125,65.0,1400,4
84.36,12,60,1151.0,3,123,99.0,1400,4
83.86,7,60,1052.0,3,125,6.7,1400,4
84.25,9,60,1122.0,3,125,7.9,1400,4
83.97,11,60,1016.0,3,124,16.0,1400,4
83.69,4,60,1149.0,3,122,7.0,1400,4
84.66,1,60,1028.0,3,116,45.0,1400,4
83.74,13,60,1029.0,3,110,22.0,1400,4
84.89,5,60,1157.0,3,110,99.0,1400,4
69.23,3,60,1093.0,3,133,15.0,1200,1
69.34,9,60,1169.0,3,132,11.0,1200,1
69.16,11,60,1219.0,3,131,8.2,1200,1
70.22,6,60,1182.0,3,125,44.0,1200,1
68.89,4,60,1231.0,3,119,5.2,1200,1
69.75,12,60,1213.0,3,119,36.0,1200,1
69.22,2,60,1137.0,3,114,15.0,1200,1
69.57,1,60,1074.0,3,115,2.9,1200,1
69.67,8,60,1195.0,3,113,15.0,1200,1
69.2,5,60,1214.0,3,114,5.1,1200,1
69.66,7,60,1211.0,3,110,74.0,1200,1
70.52,10,60,1153.0,3,111,68.0,1200,1
95.94,4,60,1076.0,3,133,5.2,1600,4
95.84,3,60,1044.0,3,132,3.6,1600,4
96.4,2,60,1065.0,3,132,8.2,1600,4
96.92,13,60,1161.0,3,126,28.0,1600,4
96.51,6,60,1040.0,3,128,33.0,1600,4
97.16,14,60,1106.0,3,120,43.0,1600,4
96.3,12,60,1019.0,3,125,12.0,1600,4
96.58,11,60,1009.0,3,120,13.0,1600,4
96.76,8,60,1011.0,3,120,6.1,1600,4
95.87,7,60,999.0,3,114,11.0,1600,4
96.88,9,60,1011.0,3,117,19.0,1600,4
96.8,1,60,988.0,3,106,31.0,1600,4
97.4,10,60,1157.0,3,113,99.0,1600,4
99.36,5,60,1152.0,3,103,25.0,1600,4
70.22,10,60,1143.0,3,133,17.0,1200,4
70.88,6,60,1096.0,3,133,1.8,1200,4
70.11,14,60,1169.0,3,132,28.0,1200,4
70.07,9,60,1120.0,3,130,11.0,1200,4
70.69,3,60,1136.0,3,126,13.0,1200,4
71.76,1,60,1235.0,3,125,99.0,1200,4
71.6,2,60,1015.0,3,120,99.0,1200,4
69.91,13,60,1114.0,3,124,32.0,1200,4
69.2,8,60,1170.0,3,124,6.1,1200,4
70.71,12,60,1015.0,3,123,8.5,1200,4
70.94,5,60,1087.0,3,121,37.0,1200,4
73.96,11,60,1098.0,3,119,99.0,1200,4
70.23,4,60,1064.0,3,115,22.0,1200,4
69.7,7,60,1155.0,3,110,99.0,1200,4
82.35,7,60,1113.0,3,133,6.3,1400,2
82.44,2,60,1059.0,3,127,16.0,1400,2
82.3,12,60,1181.0,3,131,5.7,1400,2
84.42,6,60,1057.0,3,124,5.1,1400,2
81.51,9,60,1052.0,3,125,16.0,1400,2
82.1,8,60,1103.0,3,123,31.0,1400,2
82.09,5,60,1049.0,3,123,8.6,1400,2
82.26,10,60,1039.0,3,123,52.0,1400,2
82.7,3,60,1069.0,3,119,56.0,1400,2
82.24,1,60,1142.0,3,116,2.7,1400,2
83.84,11,60,1068.0,3,115,99.0,1400,2
82.52,4,60,1248.0,3,111,99.0,1400,2
57.1,10,60,1210.0,3,133,11.0,1000,2
57.45,3,60,1044.0,3,133,36.0,1000,2
56.57,8,60,1065.0,3,126,21.0,1000,2
56.76,11,60,1179.0,3,123,26.0,1000,2
56.73,4,60,1182.0,3,117,24.0,1000,2
57.91,5,60,1212.0,3,122,2.7,1000,2
56.72,6,60,1096.0,3,120,6.3,1000,2
57.62,2,60,1167.0,3,110,22.0,1000,2
57.48,12,60,1087.0,3,119,22.0,1000,2
58.27,13,60,1077.0,3,115,71.0,1000,2
56.77,1,60,1152.0,3,111,17.0,1000,2
56.55,7,60,1250.0,3,113,7.0,1000,2
57.05,9,60,1099.0,3,110,6.6,1000,2
83.18,7,60,1153.0,3,128,15.0,1400,3
82.89,14,60,1131.0,3,131,10.0,1400,3
82.9,11,60,1101.0,3,127,20.0,1400,3
83.71,12,60,1148.0,3,130,11.0,1400,3
82.61,1,60,1142.0,3,129,4.9,1400,3
83.91,4,60,1144.0,3,126,55.0,1400,3
82.59,3,60,1101.0,3,125,2.4,1400,3
87.99,6,60,1030.0,3,120,60.0,1400,3
82.98,10,60,1119.0,3,118,6.5,1400,3
83.02,9,60,1110.0,3,120,67.0,1400,3
83.48,13,60,1031.0,3,113,99.0,1400,3
84.41,8,60,1058.0,3,109,99.0,1400,3
83.85,5,60,1184.0,3,113,13.0,1400,3
83.96,2,60,1095.0,3,109,99.0,1400,3
70.19,10,60,1046.0,3,133,20.0,1200,3
71.02,5,60,1130.0,3,133,19.0,1200,3
70.63,3,60,1210.0,3,129,12.0,1200,3
70.56,6,60,1074.0,3,131,8.6,1200,3
70.9,12,60,1050.0,3,126,19.0,1200,3
70.36,14,60,1205.0,3,124,3.3,1200,3
70.37,8,60,1040.0,3,124,16.0,1200,3
71.01,2,60,1148.0,3,120,72.0,1200,3
70.69,7,60,1186.0,3,120,4.0,1200,3
71.28,4,60,1054.0,3,116,75.0,1200,3
70.86,1,60,1079.0,3,119,8.5,1200,3
70.56,9,60,1087.0,3,115,25.0,1200,3
70.25,13,60,1146.0,3,111,15.0,1200,3
70.41,11,60,1071.0,3,113,99.0,1200,3
101.55,9,60,1093.0,3,128,4.3,1650,5
101.29,1,60,1011.0,3,132,5.0,1650,5
102.26,12,60,1058.0,3,125,79.0,1650,5
101.6,2,60,1120.0,3,127,13.0,1650,5
103.38,5,60,1180.0,3,125,36.0,1650,5
101.75,6,60,970.0,3,124,5.1,1650,5
101.42,3,60,1062.0,3,122,7.9,1650,5
101.63,8,60,1161.0,3,117,28.0,1650,5
101.74,7,60,1109.0,3,120,8.8,1650,5
103.23,4,60,1121.0,3,113,15.0,1650,5
101.9,10,60,1126.0,3,110,8.4,1650,5
101.83,11,60,1118.0,3,113,74.0,1650,5
103.0,3,60,967.0,3,133,6.3,1650,4
100.84,6,60,1085.0,3,131,5.9,1650,4
102.28,1,60,1089.0,3,129,5.1,1650,4
101.38,11,60,1082.0,3,123,8.4,1650,4
101.7,9,60,1168.0,3,122,15.0,1650,4
102.1,7,60,1112.0,3,121,42.0,1650,4
101.65,4,60,1130.0,3,118,30.0,1650,4
102.01,12,60,1139.0,3,120,20.0,1650,4
101.17,8,60,1077.0,3,118,5.2,1650,4
102.63,5,60,1139.0,3,113,34.0,1650,4
102.17,2,60,971.0,3,111,8.4,1650,4
101.44,10,60,1063.0,3,109,16.0,1650,4
70.41,8,60,1037.0,3,133,3.5,1200,4
71.14,9,60,1027.0,3,133,62.0,1200,4
71.1,3,60,1180.0,3,131,14.0,1200,4
71.02,10,60,1102.0,3,129,9.0,1200,4
71.17,1,60,1079.0,3,126,8.4,1200,4
70.42,2,60,1137.0,3,126,6.2,1200,4
70.57,7,60,1091.0,3,125,4.5,1200,4
70.78,5,60,999.0,3,124,15.0,1200,4
70.87,11,60,1097.0,3,123,26.0,1200,4
70.81,4,60,1165.0,3,120,16.0,1200,4
71.15,6,60,1118.0,3,120,16.0,1200,4
71.29,12,60,1167.0,3,112,99.0,1200,4
57.56,5,60,1063.0,3,133,7.0,1000,4
57.66,6,60,1127.0,3,122,21.0,1000,4
58.0,4,60,1071.0,3,125,12.0,1000,4
57.93,9,60,1046.0,3,121,30.0,1000,4
57.65,3,60,1056.0,3,124,1.7,1000,4
58.6,11,60,1036.0,3,124,99.0,1000,4
59.4,8,60,1018.0,3,121,15.0,1000,4
57.66,1,60,1005.0,3,119,7.7,1000,4
58.24,10,60,1112.0,3,118,45.0,1000,4
58.53,2,60,1089.0,3,117,22.0,1000,4
58.26,7,60,1029.0,3,120,34.0,1000,4
57.93,12,60,1107.0,3,120,28.0,1000,4
101.56,12,60,1095.0,3,131,39.0,1650,4
101.71,4,60,1129.0,3,130,14.0,1650,4
101.12,11,60,1071.0,3,129,16.0,1650,4
101.63,10,60,1030.0,3,126,33.0,1650,4
101.47,7,60,1049.0,3,126,22.0,1650,4
101.85,5,60,1040.0,3,121,2.3,1650,4
101.9,3,60,1127.0,3,120,5.8,1650,4
101.73,8,60,1156.0,3,120,23.0,1650,4
101.57,2,60,1077.0,3,117,7.3,1650,4
101.35,1,60,1031.0,3,112,7.9,1650,4
101.43,9,60,1109.0,3,108,21.0,1650,4
100.83,6,60,1079.0,3,112,26.0,1650,4
58.04,5,60,1056.0,3,133,12.0,1000,3
57.27,6,60,1108.0,3,133,24.0,1000,3
57.86,3,60,1110.0,3,125,12.0,1000,3
57.61,12,60,1153.0,3,128,12.0,1000,3
57.93,11,60,1064.0,3,122,3.3,1000,3
58.07,1,60,1173.0,3,126,10.0,1000,3
58.45,9,60,1051.0,3,122,6.9,1000,3
57.17,8,60,1138.0,3,122,6.6,1000,3
57.78,7,60,1214.0,3,120,20.0,1000,3
57.98,10,60,1113.0,3,110,24.0,1000,3
57.98,2,60,1188.0,3,109,9.0,1000,3
57.77,4,60,1159.0,3,115,31.0,1000,3
101.22,7,60,1109.0,3,133,12.0,1650,3
101.34,10,60,1080.0,3,126,10.0,1650,3
103.56,4,60,1145.0,3,128,30.0,1650,3
101.68,6,60,1177.0,3,129,7.7,1650,3
101.16,8,60,1044.0,3,127,18.0,1650,3
101.48,12,60,1119.0,3,124,27.0,1650,3
100.67,1,60,1125.0,3,125,3.1,1650,3
100.46,5,60,1093.0,3,119,11.0,1650,3
101.08,11,60,1198.0,3,124,39.0,1650,3
102.09,2,60,1119.0,3,121,23.0,1650,3
100.32,9,60,1088.0,3,116,5.6,1650,3
103.57,3,60,1125.0,3,121,7.9,1650,3
70.0,4,60,1213.0,3,133,3.3,1200,2
70.76,1,60,1186.0,3,124,14.0,1200,2
70.37,11,60,1068.0,3,126,17.0,1200,2
70.33,8,60,1108.0,3,122,41.0,1200,2
70.52,2,60,1125.0,3,118,16.0,1200,2
72.37,6,60,1117.0,3,116,38.0,1200,2
70.08,3,60,1085.0,3,119,7.4,1200,2
70.14,10,60,1137.0,3,118,3.4,1200,2
70.92,12,60,1081.0,3,111,39.0,1200,2
71.88,7,60,1100.0,3,114,31.0,1200,2
70.11,9,60,1114.0,3,118,7.4,1200,2
70.12,5,60,1051.0,3,110,15.0,1200,2
57.17,4,60,1092.0,3,133,13.0,1000,4
57.69,6,60,979.0,3,132,6.8,1000,4
56.89,8,60,1134.0,3,128,14.0,1000,4
57.91,3,60,1052.0,3,128,19.0,1000,4
57.11,1,60,1110.0,3,127,3.2,1000,4
57.57,5,60,1070.0,3,124,3.6,1000,4
57.69,9,60,1091.0,3,121,4.4,1000,4
57.29,2,60,1039.0,3,115,36.0,1000,4
58.18,7,60,1095.0,3,113,29.0,1000,4
95.45,7,60,1057.0,3,131,8.4,1600,4
95.64,8,60,1129.0,3,121,11.0,1600,4
96.01,5,60,1133.0,3,124,27.0,1600,4
96.11,4,60,1079.0,3,126,4.2,1600,4
95.58,10,60,1225.0,3,125,9.9,1600,4
97.81,6,60,1149.0,3,122,69.0,1600,4
95.2,2,60,1055.0,3,118,10.0,1600,4
96.06,9,60,1076.0,3,119,48.0,1600,4
95.56,1,60,1048.0,3,117,2.9,1600,4
95.3,3,60,1171.0,3,112,6.2,1600,4
57.58,7,60,1214.0,3,133,12.0,1000,3
58.14,10,60,1158.0,3,133,7.9,1000,3
57.01,8,60,1048.0,3,133,11.0,1000,3
57.57,2,60,990.0,3,130,80.0,1000,3
57.16,1,60,1106.0,3,123,2.9,1000,3
57.08,9,60,1080.0,3,119,3.7,1000,3
56.9,3,60,1151.0,3,120,10.0,1000,3
56.58,5,60,1115.0,3,116,18.0,1000,3
57.04,6,60,1199.0,3,116,28.0,1000,3
57.33,4,60,1131.0,3,110,8.8,1000,3
70.19,8,60,1219.0,3,133,14.0,1200,4
70.33,6,60,1044.0,3,129,8.3,1200,4
70.64,3,60,1094.0,3,131,12.0,1200,4
70.92,7,60,1098.0,3,127,46.0,1200,4
69.73,9,60,1154.0,3,129,7.0,1200,4
70.08,10,60,1170.0,3,129,4.6,1200,4
71.37,5,60,1113.0,3,124,73.0,1200,4
70.52,4,60,1154.0,3,124,2.3,1200,4
71.39,2,60,1068.0,3,117,20.0,1200,4
71.35,1,60,1053.0,3,115,12.0,1200,4
83.68,8,60,1164.0,3,131,59.0,1400,5
83.54,14,60,1119.0,3,133,6.0,1400,5
83.42,2,60,1015.0,3,133,11.0,1400,5
83.57,12,60,1058.0,3,133,16.0,1400,5
83.91,11,60,1224.0,3,122,28.0,1400,5
83.27,1,60,1238.0,3,131,7.3,1400,5
83.59,6,60,1053.0,3,130,13.0,1400,5
84.62,9,60,1091.0,3,126,27.0,1400,5
83.0,13,60,1161.0,3,126,4.6,1400,5
83.64,3,60,1068.0,3,125,10.0,1400,5
83.61,10,60,1087.0,3,121,9.8,1400,5
83.88,4,60,1065.0,3,121,9.9,1400,5
83.8,5,60,1085.0,3,120,17.0,1400,5
84.34,7,60,1026.0,3,116,44.0,1400,5
84.08,5,60,1181.0,3,133,15.0,1400,4
83.27,6,60,1081.0,3,132,6.3,1400,4
83.35,7,60,1084.0,3,130,2.3,1400,4
83.62,11,60,1107.0,3,130,16.0,1400,4
84.15,1,60,1116.0,3,126,30.0,1400,4
84.17,2,60,1146.0,3,124,16.0,1400,4
83.76,14,60,1014.0,3,124,15.0,1400,4
84.06,13,60,1185.0,3,123,26.0,1400,4
83.75,12,60,1089.0,3,122,11.0,1400,4
84.68,9,60,1034.0,3,112,20.0,1400,4
83.52,3,60,1098.0,3,113,16.0,1400,4
83.51,8,60,959.0,3,117,25.0,1400,4
84.52,10,60,989.0,3,114,74.0,1400,4
83.86,4,60,1087.0,3,114,18.0,1400,4
96.62,8,60,1200.0,3,129,10.0,1600,2
96.68,4,60,1130.0,3,128,14.0,1600,2
96.89,2,60,1137.0,3,123,5.2,1600,2
96.82,6,60,1100.0,3,126,3.3,1600,2
97.0,5,60,1114.0,3,120,23.0,1600,2
97.32,7,60,1046.0,3,124,29.0,1600,2
96.47,9,60,1159.0,3,122,2.6,1600,2
96.82,1,60,1250.0,3,122,13.0,1600,2
97.63,3,60,1156.0,3,118,47.0,1600,2
70.69,8,60,1168.0,3,128,83.0,1200,3
71.02,5,60,1084.0,3,130,14.0,1200,3
70.37,12,60,1070.0,3,130,37.0,1200,3
69.72,2,60,1210.0,3,124,9.0,1200,3
69.49,11,60,1051.0,3,127,13.0,1200,3
69.89,6,60,1100.0,3,126,4.9,1200,3
69.67,10,60,1064.0,3,123,9.6,1200,3
71.15,3,60,984.0,3,112,99.0,1200,3
69.4,1,60,1099.0,3,119,2.5,1200,3
70.03,7,60,1145.0,3,117,8.8,1200,3
69.94,4,60,1148.0,3,112,11.0,1200,3
70.77,9,60,1110.0,3,106,99.0,1200,3
82.34,10,60,1142.0,3,133,23.0,1400,1
83.14,1,60,1157.0,3,132,27.0,1400,1
81.8,3,60,1157.0,3,130,5.9,1400,1
82.39,12,60,1267.0,3,130,37.0,1400,1
82.13,6,60,1171.0,3,121,17.0,1400,1
82.12,5,60,1185.0,3,126,4.4,1400,1
82.39,2,60,1147.0,3,119,95.0,1400,1
83.65,8,60,1032.0,3,112,99.0,1400,1
82.03,7,60,1098.0,3,121,8.3,1400,1
83.24,9,60,1130.0,3,119,96.0,1400,1
83.13,11,60,1134.0,3,117,15.0,1400,1
82.23,4,60,1115.0,3,119,9.5,1400,1
82.25,13,60,1081.0,3,118,2.9,1400,1
83.2,2,60,1143.0,3,133,45.0,1400,3
83.15,12,60,1117.0,3,133,1.7,1400,3
83.27,4,60,1091.0,3,127,74.0,1400,3
82.72,11,60,1080.0,3,131,9.6,1400,3
82.65,5,60,1084.0,3,127,14.0,1400,3
82.79,6,60,1160.0,3,128,15.0,1400,3
82.81,14,60,1149.0,3,124,10.0,1400,3
83.0,10,60,949.0,3,122,46.0,1400,3
83.41,9,60,1100.0,3,119,21.0,1400,3
83.25,7,60,1084.0,3,119,30.0,1400,3
83.44,3,60,1067.0,3,114,77.0,1400,3
83.17,1,60,1103.0,3,110,14.0,1400,3
82.9,8,60,1151.0,3,111,15.0,1400,3
82.91,13,60,1016.0,3,103,66.0,1400,3
110.62,4,60,1087.0,3,131,9.3,1800,4
111.21,8,60,1243.0,3,126,39.0,1800,4
110.89,7,60,1106.0,3,123,5.6,1800,4
111.09,5,60,1131.0,3,123,4.4,1800,4
110.76,2,60,1160.0,3,122,10.0,1800,4
111.74,6,60,1122.0,3,120,16.0,1800,4
111.16,1,60,1045.0,3,113,14.0,1800,4
111.1,3,60,965.0,3,112,10.0,1800,4
111.23,9,60,1104.0,3,109,2.7,1800,4
58.76,3,60,1081.0,3,125,13.0,1000,5
58.56,5,60,1156.0,3,132,5.2,1000,5
58.47,10,60,1235.0,3,131,30.0,1000,5
58.67,2,60,1081.0,3,130,2.9,1000,5
58.38,12,60,996.0,3,128,13.0,1000,5
58.83,11,60,1046.0,3,130,52.0,1000,5
58.61,1,60,1027.0,3,129,10.0,1000,5
58.46,9,60,1116.0,3,123,9.4,1000,5
58.35,8,60,1059.0,3,118,9.6,1000,5
59.05,6,60,1086.0,3,117,37.0,1000,5
58.74,4,60,1071.0,3,113,7.1,1000,5
71.91,10,60,1015.0,3,131,17.0,1200,4
72.63,11,60,1023.0,3,129,25.0,1200,4
72.05,2,60,1071.0,3,129,6.5,1200,4
72.08,5,60,1153.0,3,128,12.0,1200,4
71.76,8,60,1070.0,3,126,8.4,1200,4
72.26,4,60,1099.0,3,125,17.0,1200,4
71.73,3,60,1041.0,3,124,5.5,1200,4
71.0,12,60,1087.0,3,122,23.0,1200,4
71.65,7,60,1064.0,3,121,3.7,1200,4
71.79,1,60,1134.0,3,111,4.9,1200,4
72.09,9,60,1064.0,3,111,93.0,1200,4
102.36,6,60,1032.0,3,133,9.6,1650,5
103.68,1,60,1143.0,3,130,8.3,1650,5
101.69,4,60,1096.0,3,132,2.7,1650,5
102.34,12,60,1127.0,3,132,14.0,1650,5
102.34,2,60,1127.0,3,132,4.4,1650,5
102.96,11,60,1145.0,3,127,43.0,1650,5
102.35,9,60,1086.0,3,129,26.0,1650,5
102.68,5,60,1114.0,3,126,16.0,1650,5
102.66,10,60,1090.0,3,119,33.0,1650,5
102.19,7,60,1111.0,3,120,17.0,1650,5
102.49,3,60,1130.0,3,113,29.0,1650,5
102.62,8,60,987.0,3,111,12.0,1650,5
101.95,5,60,1019.0,3,130,14.0,1650,4
101.29,7,60,1160.0,3,133,5.1,1650,4
102.23,12,60,1120.0,3,131,15.0,1650,4
102.46,8,60,1020.0,3,129,12.0,1650,4
101.72,10,60,1128.0,3,131,4.0,1650,4
101.86,6,60,1131.0,3,130,41.0,1650,4
102.2,4,60,1074.0,3,123,41.0,1650,4
101.58,3,60,1013.0,3,129,8.1,1650,4
101.17,2,60,1060.0,3,122,6.3,1650,4
101.25,9,60,1121.0,3,126,11.0,1650,4
101.59,1,60,1038.0,3,116,7.9,1650,4
102.61,11,60,1138.0,3,111,70.0,1650,4
111.07,10,60,1082.0,3,133,5.0,1800,3
111.31,3,60,1049.0,3,132,37.0,1800,3
111.56,7,60,1107.0,3,127,31.0,1800,3
111.94,12,60,1063.0,3,130,9.5,1800,3
110.84,9,60,1054.0,3,129,6.5,1800,3
111.24,4,60,1038.0,3,123,26.0,1800,3
111.19,1,60,1035.0,3,120,2.8,1800,3
111.42,6,60,1032.0,3,114,14.0,1800,3
111.66,8,60,1241.0,3,119,45.0,1800,3
110.79,5,60,1068.0,3,117,20.0,1800,3
111.4,2,60,1133.0,3,115,10.0,1800,3
111.35,11,60,972.0,3,114,16.0,1800,3
71.27,12,60,1092.0,3,128,23.0,1200,3
70.88,1,60,1053.0,3,127,39.0,1200,3
70.65,9,60,1199.0,3,128,15.0,1200,3
70.89,6,60,1166.0,3,128,20.0,1200,3
70.48,4,60,1086.0,3,127,2.6,1200,3
71.49,5,60,1213.0,3,123,41.0,1200,3
71.29,11,60,1097.0,3,116,60.0,1200,3
70.95,7,60,986.0,3,122,4.7,1200,3
70.56,8,60,1101.0,3,119,8.1,1200,3
71.2,3,60,1129.0,3,119,12.0,1200,3
71.15,2,60,1081.0,3,114,6.0,1200,3
71.9,10,60,1040.0,3,115,34.0,1200,3
100.89,1,60,1024.0,3,127,6.5,1650,2
100.67,12,60,1090.0,3,126,57.0,1650,2
102.22,11,60,1114.0,3,125,34.0,1650,2
100.63,4,60,1168.0,3,120,16.0,1650,2
100.67,8,60,1086.0,3,116,17.0,1650,2
102.68,9,60,1102.0,3,121,25.0,1650,2
100.78,5,60,1162.0,3,123,2.4,1650,2
101.71,6,60,1088.0,3,122,15.0,1650,2
100.62,2,60,1088.0,3,122,3.7,1650,2
100.51,10,60,1031.0,3,122,20.0,1650,2
101.46,3,60,1055.0,3,116,54.0,1650,2
101.03,7,60,1216.0,3,116,19.0,1650,2
69.96,6,60,1174.0,3,123,14.0,1200,4
69.87,1,60,1149.0,3,132,3.3,1200,4
70.77,9,60,1178.0,3,131,68.0,1200,4
71.41,4,60,1045.0,3,127,10.0,1200,4
71.13,8,60,1088.0,3,128,32.0,1200,4
69.86,2,60,1129.0,3,125,6.9,1200,4
72.29,11,60,1042.0,3,122,73.0,1200,4
70.29,10,60,1113.0,3,124,3.8,1200,4
70.45,7,60,1140.0,3,123,8.8,1200,4
69.67,5,60,1137.0,3,120,6.7,1200,4
70.21,3,60,1126.0,3,109,53.0,1200,4
70.03,12,60,1105.0,3,115,99.0,1200,4
97.43,9,60,1043.0,3,133,16.0,1600,5
97.13,3,60,1190.0,3,133,14.0,1600,5
96.48,11,60,1014.0,3,132,10.0,1600,5
96.39,10,60,1061.0,3,129,26.0,1600,5
96.2,1,60,1089.0,3,130,3.4,1600,5
99.14,8,60,1098.0,3,130,19.0,1600,5
96.23,6,60,1091.0,3,124,6.3,1600,5
97.66,4,60,1183.0,3,126,29.0,1600,5
96.21,5,60,1073.0,3,120,8.5,1600,5
96.25,7,60,1099.0,3,116,12.0,1600,5
96.68,2,60,1011.0,3,119,9.3,1600,5
96.18,12,60,955.0,3,113,8.7,1600,5
70.5,11,60,1074.0,3,128,15.0,1200,4
70.47,8,60,1196.0,3,131,24.0,1200,4
69.97,7,60,1028.0,3,124,5.3,1200,4
70.97,10,60,1226.0,3,120,99.0,1200,4
70.25,3,60,1199.0,3,125,4.9,1200,4
70.97,12,60,1245.0,3,125,25.0,1200,4
70.06,5,60,1021.0,3,123,5.0,1200,4
70.19,1,60,996.0,3,122,6.6,1200,4
70.84,6,60,1210.0,3,121,7.9,1200,4
70.7,4,60,1113.0,3,120,7.1,1200,4
70.98,2,60,1089.0,3,109,86.0,1200,4
70.23,9,60,1137.0,3,112,23.0,1200,4
83.71,13,60,1123.0,3,130,7.2,1400,5
83.56,9,60,1238.0,3,121,18.0,1400,5
85.44,1,60,1234.0,3,126,10.0,1400,5
83.21,10,60,1099.0,3,131,9.3,1400,5
83.85,2,60,1046.0,3,127,16.0,1400,5
83.8,5,60,1058.0,3,129,23.0,1400,5
84.43,8,60,1054.0,3,128,6.8,1400,5
84.02,7,60,1023.0,3,121,12.0,1400,5
83.26,6,60,1244.0,3,126,43.0,1400,5
83.75,11,60,1127.0,3,118,34.0,1400,5
83.44,3,60,1136.0,3,121,3.9,1400,5
83.53,4,60,1091.0,3,103,12.0,1400,5
83.75,12,60,1148.0,3,111,29.0,1400,5
83.31,14,60,1110.0,3,108,14.0,1400,5
84.09,10,60,1175.0,3,127,23.0,1400,4
82.54,3,60,1088.0,3,130,6.1,1400,4
83.79,2,60,1047.0,3,129,20.0,1400,4
83.24,6,60,1132.0,3,128,33.0,1400,4
82.76,1,60,1056.0,3,128,3.1,1400,4
83.07,4,60,1146.0,3,122,7.4,1400,4
83.51,9,60,1092.0,3,127,6.1,1400,4
84.81,5,60,1252.0,3,125,24.0,1400,4
82.79,11,60,1008.0,3,124,7.9,1400,4
82.72,7,60,1058.0,3,124,9.8,1400,4
85.64,8,60,1114.0,3,121,58.0,1400,4
87.06,13,60,1095.0,3,118,99.0,1400,4
83.18,12,60,1038.0,3,111,69.0,1400,4
95.5,4,60,950.0,3,133,14.0,1600,4
95.28,9,60,1051.0,3,130,5.4,1600,4
95.82,2,60,1099.0,3,126,3.8,1600,4
95.6,10,60,1065.0,3,125,13.0,1600,4
96.01,5,60,1108.0,3,125,21.0,1600,4
95.66,14,60,1071.0,3,122,23.0,1600,4
95.75,8,60,1026.0,3,125,2.9,1600,4
95.37,1,60,1078.0,3,123,23.0,1600,4
95.43,11,60,1096.0,3,115,99.0,1600,4
96.88,12,60,1119.0,3,109,99.0,1600,4
95.83,13,60,1098.0,3,117,11.0,1600,4
96.11,6,60,981.0,3,106,77.0,1600,4
96.69,3,60,1156.0,3,112,99.0,1600,4
70.26,9,60,1141.0,3,131,49.0,1200,2
69.03,5,60,1102.0,3,130,4.8,1200,2
69.01,12,60,1180.0,3,129,12.0,1200,2
69.08,6,60,1110.0,3,125,2.5,1200,2
69.15,13,60,1043.0,3,124,14.0,1200,2
69.91,8,60,1096.0,3,118,7.2,1200,2
69.41,1,60,1118.0,3,110,13.0,1200,2
73.21,4,60,1130.0,3,117,99.0,1200,2
70.31,2,60,1147.0,3,110,99.0,1200,2
69.7,10,60,1103.0,3,118,6.3,1200,2
70.04,3,60,1075.0,3,118,27.0,1200,2
71.67,11,60,1077.0,3,115,99.0,1200,2
69.8,7,60,1113.0,3,116,75.0,1200,2
69.6,14,60,1200.0,3,131,64.0,1200,3
71.03,4,60,1224.0,3,126,44.0,1200,3
69.8,12,60,1116.0,3,130,20.0,1200,3
69.69,8,60,1197.0,3,127,5.6,1200,3
69.59,10,60,1044.0,3,126,12.0,1200,3
70.16,2,60,1110.0,3,123,11.0,1200,3
69.59,1,60,1164.0,3,123,51.0,1200,3
70.12,7,60,1064.0,3,121,24.0,1200,3
69.91,6,60,1088.0,3,120,57.0,1200,3
69.74,11,60,1085.0,3,119,25.0,1200,3
69.93,3,60,1130.0,3,119,1.6,1200,3
